video_id,start_time,end_time,action,split,idx
fEMY4fV2f2c,38,48,playing timpani,train,140164
fEMY4fV2f2c,67,77,playing timpani,train,140165
fEQYLOlcUw8,22,32,playing bugle,train,140166
fEQYLOlcUw8,48,58,playing bugle,train,140167
fESL2PLuIwA,140,150,ocean burbling,test,140168
fESiXEhMRfI,30,40,playing electronic organ,train,140169
fETc4ntLv8Q,30,40,playing electronic organ,train,140170
fEU8-7EUAAw,15,25,baby crying,train,140171
fEVoZEeJM28,100,110,playing timbales,train,140172
fEXG4HDbLUo,28,38,playing badminton,train,140173
fEYdQcKJqBw,32,42,singing bowl,train,140174
fE_tEm160yY,70,80,playing flute,train,140175
fEfe8jznp5Q,30,40,duck quacking,test,140176
fEflkQxJhNI,58,68,playing bassoon,train,140177
fEgkNrEcwE4,20,30,people screaming,train,140178
fEhEH5etOaM,405,415,fire truck siren,train,140179
fEhEH5etOaM,571,581,fire truck siren,train,140180
fEi7fu2TUSA,34,44,rapping,train,140181
fEi7fu2TUSA,109,119,rapping,train,140182
fEjnkgBilWY,226,236,people burping,train,140183
fEk_247I5eA,280,290,chainsawing trees,train,140184
fEnJ887QI00,110,120,playing badminton,train,140185
fEszpvy4yFw,239,249,people burping,train,140186
fEt2lf7L13g,101,111,playing mandolin,train,140187
fEt2lf7L13g,256,266,playing mandolin,train,140188
fEtjGNHQxRI,0,10,driving motorcycle,train,140189
fEuitN-94sg,15,25,striking pool,test,140190
fEv3GPgcPdI,280,290,fireworks banging,train,140191
fEvbhqxggVc,29,39,people booing,train,140192
fF0Ji5XwoiY,30,40,playing electronic organ,train,140193
fF1Z0WtvGxc,1,11,yodelling,train,140194
fF1Z0WtvGxc,32,42,yodelling,train,140195
fF3u_xLxF9Q,120,130,squishing water,test,140196
fF6VgbK_vrA,18,28,people marching,train,140197
fF6VgbK_vrA,68,78,people marching,train,140198
fF6kfYa1cmY,25,35,playing glockenspiel,train,140199
fF9xCdJjQC0,140,150,chainsawing trees,train,140200
fFA5mzWoj6I,121,131,playing harp,train,140201
fFA9slK__v4,12,22,baby crying,train,140202
fFBFVohVqt0,31,41,scuba diving,train,140203
fFBN3PsRvto,2,12,cat hissing,train,140204
fFD_0eqZSm0,9,19,underwater bubbling,train,140205
fFH4RKjZau0,16,26,lions roaring,train,140206
fFH4RKjZau0,32,42,lions roaring,train,140207
fFKL_Njts_U,371,381,playing drum kit,test,140208
fFLNq-j9af8,224,234,playing table tennis,train,140209
fFM7xgRj6y8,21,31,hail,train,140210
fFM7xgRj6y8,141,151,hail,train,140211
fFMIOI2GoSA,155,165,singing choir,train,140212
fFMIOI2GoSA,195,205,singing choir,train,140213
fFOBH2l57IU,21,31,people whistling,train,140214
fFOBH2l57IU,48,58,people whistling,train,140215
fFP6iXiohsg,30,40,sailing,train,140216
fFPhmNVPqtY,172,182,eagle screaming,train,140217
fFPn4nfp0YA,30,40,lawn mowing,test,140218
fFQmyJ39gQs,530,540,people finger snapping,test,140219
fFSWQ2uyYAA,30,40,playing hammond organ,train,140220
fFSnuSjcrzw,39,49,alligators crocodiles hissing,test,140221
fFTFyawoWiE,54,64,train whistling,train,140222
fFTFyawoWiE,67,77,train whistling,train,140223
fFVT_CtL62M,20,30,vehicle horn car horn honking,test,140224
fFVpTF0FBGk,416,426,frog croaking,train,140225
fFVpTF0FBGk,426,436,frog croaking,train,140226
fFWHlFZEm3M,148,158,sailing,train,140227
fFWHlFZEm3M,159,169,sailing,train,140228
fFX-G5ruQaI,4,14,donkey ass braying,train,140229
fFX-G5ruQaI,19,29,donkey ass braying,train,140230
fFX04tOPv8s,0,10,dog whimpering,test,140231
fFdcj2zFoiw,14,24,lathe spinning,train,140232
fFdcj2zFoiw,96,106,lathe spinning,train,140233
fFdyzV93Lt4,24,34,people whistling,train,140234
fFe333jegTA,48,58,people booing,train,140235
fFeMmjWKdng,140,150,playing cello,train,140236
fFgPwBnxW2c,20,30,bathroom ventilation fan running,train,140237
fFn2P7ZRIeM,480,490,playing clarinet,train,140238
fFnnQtG7Nv0,13,23,people humming,train,140239
fFnnQtG7Nv0,73,83,people humming,train,140240
fFoYjqavGVU,70,80,chainsawing trees,train,140241
fFpirWDT-rw,310,320,playing electric guitar,train,140242
fFqYSzW0xvw,117,127,sharpen knife,train,140243
fFqYSzW0xvw,127,137,sharpen knife,train,140244
fFsM496bVAA,90,100,orchestra,train,140245
fFtGRO2mhpk,1,11,people burping,train,140246
fFu6-om7EU4,270,280,hair dryer drying,test,140247
fFucfdLwSPM,10,20,people cheering,test,140248
fFucfdLwSPM,42,52,people cheering,test,140249
fFvnBRmkUtA,30,40,people running,train,140250
fFwDczC3dwc,30,40,people running,train,140251
fFxqK4Yz5ww,540,550,playing harpsichord,train,140252
fG-aVBWhi1Q,70,80,lions growling,train,140253
fG-nLzfSMrw,60,70,playing cello,train,140254
fG1X4CTixQ4,4,14,chicken crowing,train,140255
fG2pbLjvjU4,258,268,tap dancing,train,140256
fG4SrPjQwno,0,10,playing trumpet,train,140257
fGAEfj8_DJE,96,106,skiing,train,140258
fGAl2WS0aUY,12,22,airplane flyby,train,140259
fGCH85hraXw,466,476,people slurping,train,140260
fGCH85hraXw,478,488,people slurping,train,140261
fGCPIHfAGz0,295,305,playing squash,train,140262
fGD5z3WHOG8,0,10,bull bellowing,train,140263
fGD5z3WHOG8,44,54,bull bellowing,train,140264
fGEDRNxWL54,29,39,people eating crisps,train,140265
fGEDRNxWL54,110,120,people eating crisps,train,140266
fGHWs5wMxnU,150,160,race car auto racing,train,140267
fGIJNPLkhCc,39,49,playing zither,train,140268
fGIJNPLkhCc,49,59,playing zither,train,140269
fGJMbeE9G6g,214,224,arc welding,train,140270
fGLYUo-wUiY,80,90,people whistling,train,140271
fGLsqnEJTKk,280,290,bird chirping tweeting,test,140272
fGNGhYq90ek,4,14,penguins braying,train,140273
fGNGhYq90ek,56,66,penguins braying,train,140274
fGRRGsLsNjQ,80,90,playing hammond organ,train,140275
fGWIeFFViyM,22,32,vehicle horn car horn honking,train,140276
fGYxUycPW_o,2,12,donkey ass braying,train,140277
fGZM48Q6yOY,18,28,opening or closing car doors,train,140278
fGZM48Q6yOY,119,129,opening or closing car doors,train,140279
fGbGPazyrq0,860,870,ripping paper,train,140280
fGcYW5Udv8U,30,40,playing flute,train,140281
fGclsoEE9Hs,220,230,chicken crowing,train,140282
fGedUv2oGoI,120,130,playing hammond organ,train,140283
fGfIQ0PJwjg,30,40,playing hammond organ,train,140284
fGnwGT-LuY0,10,20,vehicle horn car horn honking,train,140285
fGo2V0WayQA,60,70,playing accordion,train,140286
fGpQ0JK0fcI,53,63,mouse clicking,train,140287
fGsElmf0dew,18,28,roller coaster running,train,140288
fGsElmf0dew,28,38,roller coaster running,train,140289
fGv9x_5jUcQ,13,23,skiing,train,140290
fGvMDXGNFMI,16,26,playing congas,train,140291
fGvMDXGNFMI,145,155,playing congas,train,140292
fGvhcD5G82M,7,17,dog whimpering,test,140293
fGwwoRmOXls,10,20,people burping,train,140294
fH-e5SHIxVw,0,10,fire crackling,train,140295
fH1RbSwYqik,4,14,vehicle horn car horn honking,train,140296
fH48t5kNSsg,8,18,woodpecker pecking tree,train,140297
fH4p_x1ZvN0,124,134,otter growling,test,140298
fH9N48SYlzk,10,20,playing electric guitar,train,140299
fHAYVvv769c,44,54,people burping,train,140300
fHBC1g8S_Bw,28,38,police car (siren),train,140301
fHCVGpMGkrA,97,107,cat purring,test,140302
fHD5X6Uw1Gw,32,42,playing snare drum,test,140303
fHFkuDWcXDA,91,101,dinosaurs bellowing,train,140304
fHGRUsHY9mQ,177,187,bouncing on trampoline,train,140305
fHGwT0mbCB8,240,250,singing choir,train,140306
fHHgppmnCqk,71,81,playing gong,train,140307
fHIDUwofCCM,50,60,helicopter,train,140308
fHKxTh8p4T0,90,100,playing guiro,train,140309
fHKxTh8p4T0,107,117,playing guiro,train,140310
fHMu6A7GWUg,109,119,heart sounds heartbeat,train,140311
fHMu6A7GWUg,120,130,heart sounds heartbeat,train,140312
fHNmUqFs1xc,50,60,playing accordion,train,140313
fHQBImAMHRc,138,148,playing bassoon,train,140314
fHQNnc9F9hU,100,110,playing marimba xylophone,train,140315
fHUAnuezb_0,0,10,orchestra,train,140316
fHUi_DMJar8,13,23,rope skipping,train,140317
fHUi_DMJar8,51,61,rope skipping,train,140318
fHVXvdkQYtk,200,210,playing double bass,train,140319
fHXIQk3sUs0,207,217,sea waves,train,140320
fHZLKS9Ik5E,560,570,people clapping,train,140321
fH_6CAH1xyw,515,525,smoke detector beeping,train,140322
fHaG_1NaM7c,125,135,beat boxing,train,140323
fHaQPHCjyfA,30,40,ambulance siren,train,140324
fHdEaNT0gA0,30,40,typing on typewriter,train,140325
fHfRRRzOemM,12,22,door slamming,train,140326
fHg1Gh0w0gc,9,19,otter growling,train,140327
fHjFBuD58rY,151,161,volcano explosion,train,140328
fHkpdB8yGKA,0,10,cat purring,train,140329
fHkpdB8yGKA,30,40,cat purring,train,140330
fHnIVsGd38I,40,50,chicken clucking,train,140331
fHnT48Ke_lE,160,170,bird chirping tweeting,train,140332
fHngXc4xLcQ,30,40,rowboat canoe kayak rowing,train,140333
fHoBm-v7-mE,6,16,eagle screaming,train,140334
fHoBm-v7-mE,18,28,eagle screaming,train,140335
fHqD6dh11HY,20,30,playing tambourine,train,140336
fHrn_Qd4nGc,160,170,machine gun shooting,train,140337
fHsxAeWCFpE,0,10,vehicle horn car horn honking,train,140338
fHuGssfuOdM,149,159,playing bassoon,train,140339
fHv7PtlUuIA,18,28,fire truck siren,train,140340
fHwNuVL7QTw,296,306,playing bassoon,train,140341
fHyGWF0Kh-E,813,823,people eating apple,train,140342
fHykkbd05R0,1,11,chimpanzee pant-hooting,train,140343
fHykkbd05R0,58,68,chimpanzee pant-hooting,train,140344
fHz_bjTZXr8,30,40,rowboat canoe kayak rowing,train,140345
fI4jsNBD52A,1,11,playing table tennis,train,140346
fI5TzD_xzDg,144,154,electric grinder grinding,train,140347
fIATenI7nKQ,29,39,baby laughter,train,140348
fIATenI7nKQ,65,75,baby laughter,train,140349
fIDq3VsjHhw,0,10,lions roaring,train,140350
fIDq3VsjHhw,11,21,lions roaring,train,140351
fIE-MfnOcdc,25,35,sharpen knife,train,140352
fIE-MfnOcdc,78,88,sharpen knife,train,140353
fIFl1EcMKK8,50,60,car passing by,train,140354
fIGKh9U1TIg,0,10,slot machine,train,140355
fIIRlf0DmSE,410,420,stream burbling,train,140356
fIIbTy1Ird4,30,40,people whispering,train,140357
fIKYvFygSxQ,4,14,basketball bounce,train,140358
fIKYvFygSxQ,38,48,basketball bounce,train,140359
fILch99iEh0,121,131,fire truck siren,train,140360
fILch99iEh0,134,144,fire truck siren,train,140361
fIOOLk69UmU,80,90,stream burbling,train,140362
fIR9_WByL2U,52,62,child singing,train,140363
fIS2gsGtTaM,220,230,playing bagpipes,train,140364
fIS3bcAowl4,27,37,playing harmonica,train,140365
fIS3bcAowl4,108,118,playing harmonica,train,140366
fITg7CKP5N0,30,40,orchestra,train,140367
fIVofVtRlLs,250,260,striking pool,train,140368
fIWICYh39Ps,300,310,helicopter,train,140369
fI_UBLSMpeM,30,40,pigeon dove cooing,train,140370
fI_pFNe7VfY,40,50,parrot talking,train,140371
fI_pFNe7VfY,68,78,parrot talking,train,140372
fIbedgjg9b0,14,24,tap dancing,train,140373
fIeKy8mD-1k,21,31,child singing,train,140374
fIeKy8mD-1k,58,68,child singing,train,140375
fIel6Cb3Uxo,44,54,playing bassoon,train,140376
fIer0uCLqSM,30,40,people coughing,test,140377
fIf1Rvtx4bM,7,17,driving buses,train,140378
fIgajpCfoP4,110,120,playing timbales,train,140379
fIgajpCfoP4,212,222,playing timbales,train,140380
fIhHsRX0jaM,30,40,sailing,train,140381
fIhbok1J9BQ,60,70,people sniggering,train,140382
fIiUj530e0w,40,50,playing clarinet,train,140383
fIjiHfqM4-8,30,40,playing bass drum,train,140384
fIk8vjR8Tvk,48,58,cattle mooing,train,140385
fIk8vjR8Tvk,155,165,cattle mooing,train,140386
fIl7jVwjcWM,541,551,playing steel guitar slide guitar,train,140387
fImYlMQOFw8,0,10,race car auto racing,train,140388
fImxxdrc4rc,70,80,people sniggering,train,140389
fIramHEoZvg,17,27,dog howling,train,140390
fIramHEoZvg,53,63,dog howling,train,140391
fIu28IqQvtQ,21,31,cap gun shooting,train,140392
fIvbiwYuQC0,18,28,cuckoo bird calling,test,140393
fIxVR7MyXrY,3,13,tap dancing,train,140394
fIyD2Q7UHGk,40,50,driving snowmobile,train,140395
fIzqm8CUV3k,13,23,chicken crowing,train,140396
fIzqm8CUV3k,69,79,chicken crowing,train,140397
fJ-nSvYepbQ,230,240,door slamming,train,140398
fJ-nSvYepbQ,290,300,door slamming,train,140399
fJ0XmqvWBCk,20,30,bird squawking,train,140400
fJ0bSFo_kgk,29,39,cat purring,train,140401
fJ2H7LQCVWs,250,260,ocean burbling,train,140402
fJ8UQADjd30,1,11,cattle mooing,train,140403
fJ8UQADjd30,11,21,cattle mooing,train,140404
fJ9-KH_OwAY,30,40,pigeon dove cooing,train,140405
fJA9YVzoVho,169,179,toilet flushing,train,140406
fJAs7iJhalE,59,69,crow cawing,train,140407
fJAs7iJhalE,86,96,crow cawing,train,140408
fJCV9vdnnPc,61,71,people slapping,train,140409
fJCV9vdnnPc,87,97,people slapping,train,140410
fJEkkvr19I8,30,40,people whispering,test,140411
fJFKqNuMqTo,140,150,raining,train,140412
fJIYdZtDnaM,102,112,playing bassoon,train,140413
fJJ3KMo7AEQ,1,11,car engine idling,train,140414
fJJ3KMo7AEQ,33,43,car engine idling,train,140415
fJJrGUcx8Ps,30,40,skidding,train,140416
fJL5Vr3ysTY,30,40,sloshing water,test,140417
fJLVrd8SsV8,2,12,playing accordion,train,140418
fJLkf1eoRFU,30,40,engine accelerating revving vroom,train,140419
fJNauQt9Di0,150,160,playing violin fiddle,test,140420
fJOPqKh0OiQ,50,60,driving motorcycle,train,140421
fJP-9ve7KOE,0,10,people burping,train,140422
fJQaC8GaGhs,20,30,crow cawing,train,140423
fJQaC8GaGhs,110,120,crow cawing,train,140424
fJQb7O2dPyo,190,200,people whistling,train,140425
fJV6GZBfRgY,90,100,playing french horn,train,140426
fJWtW65_4mg,10,20,people burping,train,140427
fJXv8k982Rk,170,180,bird chirping tweeting,train,140428
fJbR98LdaVE,0,10,planing timber,train,140429
fJbR98LdaVE,11,21,planing timber,train,140430
fJg4FBKSmd4,177,187,typing on typewriter,train,140431
fJg4FBKSmd4,227,237,typing on typewriter,train,140432
fJgf0RsWYq0,0,10,playing harp,train,140433
fJgf0RsWYq0,113,123,playing harp,train,140434
fJjQvZ5sft8,30,40,chicken clucking,train,140435
fJjbOGcFqKs,2,12,foghorn,train,140436
fJjbOGcFqKs,12,22,foghorn,train,140437
fJkAHKbHrCU,70,80,fireworks banging,train,140438
fJkeYsUfGCg,45,55,fly housefly buzzing,train,140439
fJkeYsUfGCg,204,214,fly housefly buzzing,train,140440
fJkwmrnTRFU,40,50,people hiccup,train,140441
fJo8qT7ULZA,82,92,subway metro underground,train,140442
fJoZ8q5SQEc,10,20,playing saxophone,train,140443
fJpbrsTaWa4,19,29,ice cream truck ice cream van,train,140444
fJulu0JfPLU,98,108,child speech kid speaking,train,140445
fJurTXmgSBQ,150,160,splashing water,train,140446
fJw66wFgVco,30,40,playing bass guitar,train,140447
fJxVgxF8jng,91,101,beat boxing,train,140448
fJxvIHuKPBE,15,25,alligators crocodiles hissing,test,140449
fJzVsc0I-Fc,256,266,vacuum cleaner cleaning floors,train,140450
fJzVsc0I-Fc,280,290,vacuum cleaner cleaning floors,train,140451
fK0IQwdBuR4,64,74,horse neighing,train,140452
fK0cdv96KdM,10,20,playing cymbal,train,140453
fK2RVTs3ryM,7,17,telephone bell ringing,train,140454
fK39zLd_OrM,706,716,train horning,test,140455
fK3AteEKZUo,467,477,playing table tennis,train,140456
fK3pnOzmZXM,50,60,playing darts,train,140457
fK3vB7mI7ns,39,49,alarm clock ringing,train,140458
fK4Pq0ZV2CM,30,40,sloshing water,train,140459
fK4QBQZ6i7w,290,300,people sniggering,train,140460
fK4kD8fXswE,37,47,playing accordion,train,140461
fK5UcGq7C9I,490,500,playing acoustic guitar,train,140462
fK6q832dos4,20,30,rowboat canoe kayak rowing,train,140463
fK9v-WqcoJA,22,32,striking pool,test,140464
fKDWi8Q4THk,436,446,playing electronic organ,train,140465
fKFH7GuhFH4,80,90,dog barking,train,140466
fKGtXtma7nM,12,22,crow cawing,train,140467
fKHZ8oiaLY0,15,25,lions growling,train,140468
fKHZ8oiaLY0,26,36,lions growling,train,140469
fKKcYwIbFd4,0,10,wind chime,train,140470
fKKcYwIbFd4,27,37,wind chime,train,140471
fKL6FNnhFRA,30,40,playing harp,train,140472
fKSORtIbiQM,29,39,playing accordion,train,140473
fKTjtodXxaA,6,16,people booing,train,140474
fKXa-XIkLPk,115,125,playing harp,train,140475
fKZfdUah_48,0,10,playing bass guitar,train,140476
fKZzIM0gt3M,30,40,female singing,train,140477
fKaMqsG4DXw,180,190,playing piano,train,140478
fKf4XvM1B80,350,360,bee wasp etc_ buzzing,train,140479
fKfIRGfWKHE,0,10,playing electric guitar,train,140480
fKfoyYLgazw,30,40,playing acoustic guitar,train,140481
fKgLRlCjaYA,0,10,male speech man speaking,train,140482
fKiJHquoAJ0,730,740,male singing,train,140483
fKlcurWZgqc,30,40,female singing,train,140484
fKnhL9H-jFA,80,90,ambulance siren,train,140485
fKoMKJyGu7c,92,102,penguins braying,train,140486
fKp-yUaESnQ,4,14,playing harp,train,140487
fKsv6HS3cPM,190,200,using sewing machines,train,140488
fKwE8fFptd0,150,160,female singing,train,140489
fKwRymmtvTQ,3,13,wood thrush calling,train,140490
fKwl4gOlPE4,140,150,raining,train,140491
fKy9TAEbl_8,0,10,people booing,train,140492
fKyUaTFMWDw,0,10,splashing water,train,140493
fL10nE2Y5E0,81,91,woodpecker pecking tree,train,140494
fL10nE2Y5E0,102,112,woodpecker pecking tree,train,140495
fL2MyTRcT0E,80,90,helicopter,train,140496
fL3LMuPpsdc,111,121,roller coaster running,train,140497
fL3LMuPpsdc,193,203,roller coaster running,train,140498
fL5DWeK6XOU,10,20,people screaming,train,140499
fL6pMyvoGVg,24,34,playing glockenspiel,test,140500
fL7JlRAz33c,177,187,tapping guitar,train,140501
fL86Lb53kuE,95,105,playing table tennis,train,140502
fLAhRIugxGQ,13,23,playing didgeridoo,train,140503
fLD-oO3md6g,23,33,planing timber,test,140504
fLDLKKvQjaM,10,20,planing timber,train,140505
fLEM7amr21o,250,260,forging swords,test,140506
fLGoFGiSzuE,0,10,frog croaking,train,140507
fLGoFGiSzuE,14,24,frog croaking,train,140508
fLJJpPMUSnA,11,21,police car (siren),train,140509
fLMDVMm1uV8,170,180,bird chirping tweeting,test,140510
fLNiZuKgPtM,30,40,sliding door,test,140511
