video_id,start_time,end_time,action,split,idx
MHB0W5qJHzk,250,260,orchestra,train,80103
MHEZrTwE_qM,50,60,mynah bird singing,train,80104
MHFWFdBZKkQ,9,19,playing tuning fork,train,80105
MHFWFdBZKkQ,33,43,playing tuning fork,train,80106
MHHjP7XrBq0,170,180,singing choir,train,80107
MHJ6Fru5kSo,73,83,crow cawing,train,80108
MHJ6Fru5kSo,85,95,crow cawing,train,80109
MHJJzaCwLdg,320,330,playing bass guitar,train,80110
MHKs4ulWAvI,215,225,playing table tennis,train,80111
MHNATdBHPGY,270,280,playing synthesizer,train,80112
MHQg-o5ZAmg,19,29,vehicle horn car horn honking,train,80113
MHS-QSRBm38,80,90,bird chirping tweeting,train,80114
MHT46cURY6c,30,40,crow cawing,test,80115
MHUXTRn8HDw,91,101,playing harmonica,train,80116
MHVDIpWX3LQ,83,93,police radio chatter,train,80117
MH_8zAWvbgM,20,30,chainsawing trees,train,80118
MHa0HKSzgwE,5,15,playing squash,test,80119
MHbf98SZhhI,841,851,forging swords,train,80120
MHbf98SZhhI,857,867,forging swords,train,80121
MHcQZKmaOLg,12,22,volcano explosion,test,80122
MHcWow3kcCs,60,70,playing banjo,train,80123
MHds4ABGy_I,115,125,playing accordion,train,80124
MHezonAYy9A,30,40,motorboat speedboat acceleration,train,80125
MHfBDZK5KyE,300,310,child speech kid speaking,train,80126
MHf_NSzqo9Y,50,60,bird chirping tweeting,train,80127
MHfusgSoXiw,10,20,playing timpani,test,80128
MHh8R0Vr-uI,163,173,planing timber,train,80129
MHh8R0Vr-uI,178,188,planing timber,train,80130
MHiBy4pYcF0,450,460,using sewing machines,train,80131
MHjqyeeh5t0,125,135,car engine knocking,train,80132
MHk3psl0mpc,34,44,pheasant crowing,train,80133
MHkzwO3GKw8,20,30,playing harp,train,80134
MHoZIjr0izk,90,100,female speech woman speaking,train,80135
MHpVDsxT93c,90,100,basketball bounce,train,80136
MHpVDsxT93c,106,116,basketball bounce,train,80137
MHphDoMqN4g,79,89,mynah bird singing,test,80138
MHq9YldNuP0,139,149,people marching,train,80139
MHqKIOwIXeM,146,156,car engine starting,train,80140
MHr8Jvx5aoI,2,12,cattle bovinae cowbell,train,80141
MHr8Jvx5aoI,25,35,cattle bovinae cowbell,train,80142
MHsRa_x7fpA,29,39,chainsawing trees,train,80143
MHu7IYl3Zy8,64,74,skiing,train,80144
MHuITs1e-5I,44,54,playing bugle,train,80145
MHy6atcu4zs,13,23,dog growling,train,80146
MHy6atcu4zs,26,36,dog growling,train,80147
MHykFW1zgoA,121,131,lathe spinning,test,80148
MHzp59m-3ek,550,560,ocean burbling,train,80149
MI0-z5n5SMI,30,40,sheep bleating,train,80150
MI1lgCg3YpQ,136,146,playing didgeridoo,train,80151
MI2ybOGJzXo,36,46,tap dancing,train,80152
MI6AgoqRlZg,69,79,chicken crowing,test,80153
MI6mYvpTgCM,83,93,alarm clock ringing,test,80154
MI81v1R8Nl0,28,38,playing accordion,train,80155
MI93WTScO9M,41,51,playing glockenspiel,train,80156
MI93WTScO9M,195,205,playing glockenspiel,train,80157
MIA6JhJEto0,50,60,lathe spinning,train,80158
MIFh-KEiq4w,30,40,wind rustling leaves,train,80159
MIH6vCpmH3o,29,39,rope skipping,train,80160
MIK-lTPhEtw,30,40,duck quacking,train,80161
MIKSO7t2IC8,55,65,playing hockey,train,80162
MIKSQT-oXfc,114,124,playing tympani,train,80163
MILB0ojcL-o,68,78,playing trombone,train,80164
MILB0ojcL-o,84,94,playing trombone,train,80165
MIS03lny-xU,0,10,fireworks banging,train,80166
MISZHZTjfuw,61,71,alarm clock ringing,train,80167
MITJWqaDX0U,486,496,people eating,train,80168
MIUpzWvCErQ,44,54,playing didgeridoo,train,80169
MIVCAMVyi_8,0,10,wind noise,train,80170
MIYBdV60ZIc,30,40,playing piano,train,80171
MI_TK1ELZk8,39,49,playing darts,train,80172
MI_TK1ELZk8,51,61,playing darts,train,80173
MIbtv3lms8Q,30,40,motorboat speedboat acceleration,train,80174
MIfBpzbPIjY,151,161,people eating crisps,train,80175
MIfBpzbPIjY,166,176,people eating crisps,train,80176
MIhxn88-8FY,3,13,mosquito buzzing,train,80177
MIj9l8N27wY,25,35,missile launch,train,80178
MIjHhIJHJfU,3,13,mouse clicking,train,80179
MIk0BxhTHWo,32,42,civil defense siren,train,80180
MInPDok3qRQ,15,25,air horn,test,80181
MIowYYjCTGw,30,40,machine gun shooting,train,80182
MIp8Urq0NBU,20,30,playing hammond organ,train,80183
MItFhDUKcno,190,200,lions growling,train,80184
MIuTJVNnIJc,470,480,waterfall burbling,train,80185
MIx6I90Y-LU,15,25,cap gun shooting,train,80186
MIx_gbyG5CM,6,16,volcano explosion,train,80187
MIx_gbyG5CM,31,41,volcano explosion,train,80188
MIxsGKpk5s0,38,48,electric shaver electric razor shaving,train,80189
MIyLv7YcZKc,26,36,sloshing water,train,80190
MJ-wuiqNzv0,0,10,police car (siren),train,80191
MJ3Ho0eM9Zw,60,70,toilet flushing,train,80192
MJ3Rvy0cAeo,0,10,police radio chatter,train,80193
MJ3Rvy0cAeo,21,31,police radio chatter,train,80194
MJ4LfITd-HA,142,152,car engine idling,train,80195
MJ6esCBhTVU,30,40,motorboat speedboat acceleration,train,80196
MJ7F76eKeIM,1,11,playing timbales,train,80197
MJ7F76eKeIM,31,41,playing timbales,train,80198
MJAizVcs_gY,22,32,playing squash,train,80199
MJCrHvZZn2E,20,30,helicopter,train,80200
MJDLONul7IA,160,170,playing drum kit,train,80201
MJE78HKFuEI,1,11,ice cream truck ice cream van,train,80202
MJE806Idm5A,40,50,people babbling,train,80203
MJEE2eBqZfc,330,340,playing harp,test,80204
MJEKrMdCW2w,80,90,people babbling,train,80205
MJEjBU0ZRyU,0,10,horse clip-clop,train,80206
MJEuGgSzeEE,43,53,playing didgeridoo,train,80207
MJLB4Qv38vM,1891,1901,fire crackling,train,80208
MJLB4Qv38vM,4952,4962,fire crackling,train,80209
MJOnx-9jMjI,554,564,skateboarding,train,80210
MJRcEwEAsuw,135,145,striking pool,train,80211
MJVr6A2xaHg,46,56,playing snare drum,train,80212
MJVr6A2xaHg,57,67,playing snare drum,train,80213
MJY80F7Uyn0,468,478,cat purring,train,80214
MJY80F7Uyn0,916,926,cat purring,train,80215
MJZwS_bb4Tg,510,520,driving motorcycle,train,80216
MJ_c8Bqk3Rw,30,40,playing trumpet,train,80217
MJaNNmZhrJc,10,20,driving buses,train,80218
MJanpht9evY,198,208,tractor digging,train,80219
MJeU3185YNg,31,41,hammering nails,train,80220
MJeU3185YNg,83,93,hammering nails,train,80221
MJjSCv8VFQY,28,38,elk bugling,train,80222
MJjSCv8VFQY,39,49,elk bugling,train,80223
MJjWNRWMblA,10,20,engine accelerating revving vroom,train,80224
MJjtyFRMF5I,30,40,horse neighing,train,80225
MJnivBfr7vM,57,67,electric grinder grinding,train,80226
MJnivBfr7vM,68,78,electric grinder grinding,train,80227
MJoK03DoAh8,90,100,firing muskets,train,80228
MJoK03DoAh8,213,223,firing muskets,train,80229
MJpuDZxhNws,24,34,skiing,test,80230
MJrXhgLwwp0,30,40,pigeon dove cooing,train,80231
MJrzF-7e2IA,10,20,splashing water,train,80232
MJvnafni__4,0,10,bird chirping tweeting,train,80233
MJvon13_NMY,5,15,electric grinder grinding,train,80234
MJwSw-tc_t4,673,683,sailing,test,80235
MJyL-OTTT78,50,60,people sobbing,train,80236
MK-22azXvY0,80,90,orchestra,train,80237
MK0c6w1Isx0,5,15,cricket chirping,train,80238
MK15wNy_WQQ,1,11,lighting firecrackers,train,80239
MK15wNy_WQQ,144,154,lighting firecrackers,train,80240
MK35p2gRrUs,1,11,woodpecker pecking tree,train,80241
MK35p2gRrUs,38,48,woodpecker pecking tree,train,80242
MK3CQN3WgC0,50,60,playing trumpet,train,80243
MK3CQN3WgC0,99,109,playing trumpet,train,80244
MK6GR1_GAXg,18,28,reversing beeps,train,80245
MK6GR1_GAXg,42,52,reversing beeps,train,80246
MK6Gfm0jElc,0,10,baby crying,test,80247
MK7OIYV8ML8,40,50,race car auto racing,train,80248
MK8Ho-d4Hqc,30,40,race car auto racing,train,80249
MKB_BmZSvqw,40,50,playing saxophone,train,80250
MKC9LvRivTM,30,40,playing french horn,test,80251
MKCapHpr7Tk,0,10,crow cawing,train,80252
MKCapHpr7Tk,108,118,crow cawing,train,80253
MKEP6WhrvYg,13,23,cattle bovinae cowbell,train,80254
MKH5kqirNY8,19,29,hail,train,80255
MKH5kqirNY8,42,52,hail,train,80256
MKO7AELuHqo,0,10,subway metro underground,train,80257
MKOfso3MJNc,0,10,francolin calling,train,80258
MKQWCVr4q8g,27,37,playing zither,train,80259
MKQWCVr4q8g,46,56,playing zither,train,80260
MKRuxljwsOs,30,40,mosquito buzzing,test,80261
MKS_SPDcaRU,163,173,playing volleyball,train,80262
MKXeCiPtZwo,280,290,child singing,test,80263
MKXpiFZFcUM,54,64,playing double bass,train,80264
MKXpiFZFcUM,100,110,playing double bass,train,80265
MKYXrSz_YY4,28,38,playing hammond organ,train,80266
MKcdqW9AAXs,150,160,playing electric guitar,train,80267
MKeuXUprnfw,61,71,smoke detector beeping,train,80268
MKeuXUprnfw,81,91,smoke detector beeping,train,80269
MKfhI4Zlgj4,11,21,engine accelerating revving vroom,train,80270
MKhoXSqPYGk,19,29,car engine knocking,train,80271
MKhoXSqPYGk,91,101,car engine knocking,train,80272
MKiAImPY9M0,90,100,ocean burbling,train,80273
MKiV9vfUuJk,55,65,tap dancing,train,80274
MKikHxKeodA,30,40,opening or closing drawers,test,80275
MKja1VePlyc,39,49,volcano explosion,train,80276
MKocTMZZnTs,40,50,male speech man speaking,test,80277
MKoh3xOKiNM,15,25,wind noise,train,80278
MKpr8QJqO-I,0,10,sharpen knife,train,80279
MKrQ6akI730,0,10,sheep bleating,train,80280
MKsk2ub1rdk,297,307,people eating noodle,train,80281
MKsk2ub1rdk,364,374,people eating noodle,train,80282
MKtmTL61HX8,12,22,dog howling,train,80283
MKvtEAVHV-I,80,90,people whispering,train,80284
MKyj8BBAX6Y,87,97,playing badminton,train,80285
MKzBNrmcwHE,40,50,motorboat speedboat acceleration,train,80286
MKzKTIEjbO8,0,10,driving motorcycle,train,80287
MKzQMsNp2PY,29,39,playing theremin,train,80288
MKzQMsNp2PY,94,104,playing theremin,train,80289
ML0uOLoXHFc,16,26,goose honking,train,80290
ML17yAKZN-g,30,40,firing muskets,train,80291
ML38h-r3DvU,229,239,playing flute,train,80292
ML5fyHB7bNo,510,520,railroad car train wagon,train,80293
ML66Le-Zf78,0,10,lions roaring,train,80294
ML66Le-Zf78,25,35,lions roaring,train,80295
ML6QPGbfMS4,15,25,chicken clucking,train,80296
ML6xJBRSsPw,230,240,chainsawing trees,train,80297
ML7FojlK3jo,10,20,fireworks banging,train,80298
ML8ZVFSC5I0,335,345,people giggling,test,80299
MLDbfT0Pb4I,91,101,people marching,train,80300
MLESi_Rqwiw,21,31,mynah bird singing,train,80301
MLESi_Rqwiw,88,98,mynah bird singing,train,80302
MLElJRdcIDY,20,30,playing bagpipes,train,80303
MLFBpDH5dMM,10,20,playing drum kit,train,80304
MLFNXG-MEoU,176,186,woodpecker pecking tree,train,80305
MLFNXG-MEoU,235,245,woodpecker pecking tree,train,80306
MLFfE90Av2Q,30,40,ambulance siren,train,80307
MLGDSpj7EHI,5,15,people burping,train,80308
MLHEeVVOx-E,181,191,chipmunk chirping,test,80309
MLIqLt475Bw,97,107,cat purring,train,80310
MLIqLt475Bw,108,118,cat purring,train,80311
MLJHuFgS_AA,26,36,sliding door,train,80312
MLJvuEjyTTk,57,67,people humming,test,80313
MLJzHwcECZs,74,84,skiing,train,80314
MLK8yDZ6o9A,198,208,playing tympani,train,80315
MLK8yDZ6o9A,251,261,playing tympani,train,80316
MLMRHScRnhs,42,52,gibbon howling,test,80317
MLRF4jaQq-w,110,120,playing banjo,train,80318
MLYaxnJOfco,30,40,duck quacking,train,80319
MLZCG_lI7oY,6,16,people sneezing,train,80320
MLZCG_lI7oY,20,30,people sneezing,train,80321
MLZ_o2stcLw,20,30,playing drum kit,train,80322
MLbAJtqdG-I,52,62,playing steelpan,train,80323
MLbAJtqdG-I,209,219,playing steelpan,train,80324
MLg4597C380,20,30,playing synthesizer,train,80325
MLh8iiJgFZs,216,226,planing timber,train,80326
MLh8iiJgFZs,227,237,planing timber,train,80327
MLnh7GfXXYM,65,75,cricket chirping,train,80328
MLnq3WOdlgs,230,240,church bell ringing,train,80329
MLoHwqhdt70,290,300,people clapping,train,80330
MLpeo_X06FU,33,43,underwater bubbling,train,80331
MLpeo_X06FU,44,54,underwater bubbling,train,80332
MLtiAoMQuUg,10,20,people clapping,train,80333
MLuTS53-4Gc,45,55,playing tambourine,train,80334
MLuTS53-4Gc,79,89,playing tambourine,train,80335
MLxH7Ue_2jM,30,40,bird chirping tweeting,train,80336
MLxdreyjd54,375,385,playing erhu,train,80337
MLxdreyjd54,389,399,playing erhu,train,80338
MLxttVd-Jc4,210,220,bird squawking,test,80339
MM-K9Yj5bgo,77,87,beat boxing,train,80340
MM-RnWEBd14,5,15,people nose blowing,test,80341
MM-bVAblNHs,198,208,mynah bird singing,train,80342
MM-bVAblNHs,223,233,mynah bird singing,train,80343
MM0sn9Efq2A,212,222,playing hammond organ,train,80344
MM1e5JFxBi8,187,197,playing table tennis,train,80345
MM4bGimL-Gs,300,310,ice cream truck ice cream van,train,80346
MM6DTFoesew,7,17,playing squash,train,80347
MM754Sj7Y20,19,29,engine accelerating revving vroom,train,80348
MM78BP5nkUs,417,427,lip smacking,test,80349
MM8g2yMwcXE,60,70,toilet flushing,train,80350
MM8ieQ5u2Hk,3,13,playing badminton,train,80351
MM919r_fU3I,150,160,driving motorcycle,train,80352
MM9KDPTBo-s,2,12,baby babbling,train,80353
MM9KDPTBo-s,47,57,baby babbling,train,80354
MM9iJCD-gvs,30,40,wind noise,train,80355
MMB-vKPWadU,401,411,playing table tennis,train,80356
MMBEDuEmNMo,25,35,train whistling,train,80357
MMBEDuEmNMo,151,161,train whistling,train,80358
MMCrV1ia670,30,40,mouse squeaking,test,80359
MMFjRD-RUdU,160,170,playing piano,train,80360
MMJRk_cGwDg,93,103,reversing beeps,train,80361
MMJRk_cGwDg,187,197,reversing beeps,train,80362
MMLlnAvxPKQ,23,33,tornado roaring,train,80363
MMLlnAvxPKQ,50,60,tornado roaring,train,80364
MMQL7BIzzXo,0,10,chicken crowing,train,80365
MMQLD910Rpw,0,10,ambulance siren,train,80366
MMSEW658XRM,50,60,race car auto racing,train,80367
MMTvsiahcsc,2,12,fire crackling,train,80368
MMUQckEa_ME,30,40,turkey gobbling,test,80369
MMVkRbIJ8Ms,0,10,subway metro underground,test,80370
MMXF2f9gzuo,34,44,basketball bounce,train,80371
MMbA6h8apf4,220,230,machine gun shooting,train,80372
MMbnehN8iNs,30,40,pigeon dove cooing,train,80373
MMc-gyj2QIM,65,75,people eating crisps,train,80374
MMc-gyj2QIM,293,303,people eating crisps,train,80375
MMcIAn91Zrc,5,15,wind chime,test,80376
MMjEF4SKf6s,75,85,people shuffling,train,80377
MMjEIFDYQvc,98,108,yodelling,train,80378
MMjEIFDYQvc,117,127,yodelling,train,80379
MMoFRoRCFrM,62,72,vacuum cleaner cleaning floors,train,80380
MMoFRoRCFrM,77,87,vacuum cleaner cleaning floors,train,80381
MMqf5uH8rxI,20,30,people farting,train,80382
MMu4fMyOvuE,220,230,people crowd,train,80383
MMucG31g4og,470,480,playing flute,train,80384
MMul9mjuboY,40,50,railroad car train wagon,train,80385
MMupe-duLlg,167,177,slot machine,train,80386
MMw4iZq3_Ec,79,89,ambulance siren,train,80387
MMz80Wog-Ac,112,122,dog growling,train,80388
MMz80Wog-Ac,167,177,dog growling,train,80389
MMzui9B5kXg,30,40,playing flute,train,80390
MN-NfHbxdQE,107,117,playing tympani,test,80391
MN4D-0ukfJY,1,11,hammering nails,train,80392
MN4D-0ukfJY,11,21,hammering nails,train,80393
MN56LjjbB8k,18,28,playing glockenspiel,test,80394
MN6bkbOPB0o,85,95,car engine idling,train,80395
MN6bkbOPB0o,102,112,car engine idling,train,80396
MN7F9kqUeRk,410,420,playing vibraphone,train,80397
MN7nyLGcFPw,0,10,coyote howling,train,80398
MNB9PrFaZls,22,32,air conditioning noise,train,80399
MNEuyIAtj3U,172,182,cow lowing,test,80400
MNFMIN8IOXQ,189,199,airplane,train,80401
MNJl29wscDQ,5,15,lions growling,train,80402
MNN2LtdpPc0,170,180,waterfall burbling,test,80403
MNNYGt_fCdk,2,12,vacuum cleaner cleaning floors,train,80404
MNNYGt_fCdk,17,27,vacuum cleaner cleaning floors,train,80405
MNO-OJX76Nw,34,44,cutting hair with electric trimmers,train,80406
MNOk2dorDtQ,0,10,people crowd,train,80407
MNP4OL70WNQ,30,40,lawn mowing,train,80408
MNR6OkOMF14,0,10,underwater bubbling,train,80409
MNSRBa4kaf8,50,60,printer printing,train,80410
MNXrgwjf4CY,356,366,chopping wood,test,80411
MNYUKikYNvc,15,25,dog howling,train,80412
MNYUKikYNvc,38,48,dog howling,train,80413
MNZfV3fxWBI,40,50,sheep bleating,train,80414
MNZgKyCnKlY,350,360,telephone bell ringing,train,80415
MNZn_3NRXzM,170,180,female singing,train,80416
MN_JuWJ3jYE,50,60,playing electric guitar,train,80417
MNbRj2qJQuM,30,40,playing banjo,train,80418
MNg18qaYU9o,13,23,opening or closing car doors,train,80419
MNg18qaYU9o,29,39,opening or closing car doors,train,80420
MNgEO78i24E,30,40,ambulance siren,train,80421
MNgWQJ8Ugmk,10,20,stream burbling,train,80422
MNhse4Q3JGM,221,231,playing didgeridoo,train,80423
MNjU-b6VUlg,493,503,slot machine,train,80424
MNjbk9I1Iaw,287,297,slot machine,train,80425
MNkBaKb6IcI,565,575,playing harp,train,80426
MNmNy2ezR9o,3,13,tractor digging,train,80427
MNmNy2ezR9o,68,78,tractor digging,train,80428
MNmSMhjYLs8,14,24,playing glockenspiel,train,80429
MNmSMhjYLs8,62,72,playing glockenspiel,train,80430
MNnlykTxbB0,30,40,motorboat speedboat acceleration,test,80431
MNnogKQYh78,270,280,thunder,train,80432
MNptHL4Bn4k,90,100,printer printing,train,80433
MNptJtM7jLY,83,93,playing tuning fork,train,80434
MNsQzMFz7_k,208,218,playing washboard,train,80435
MNsQzMFz7_k,372,382,playing washboard,train,80436
MNvEsayOfnA,8,18,dog growling,train,80437
MNvEsayOfnA,19,29,dog growling,train,80438
MNxzi0QgpCA,10,20,subway metro underground,train,80439
MO016m1JHFI,8,18,playing piano,train,80440
MO2sYpqteQk,30,40,pigeon dove cooing,train,80441
MO3bj9tC3F0,46,56,airplane,train,80442
MO6vQZrz1_M,325,335,people slurping,train,80443
MODmVOcRAO4,7,17,railroad car train wagon,train,80444
MOE-FqxfnJk,119,129,playing gong,train,80445
MOE-FqxfnJk,184,194,playing gong,train,80446
MOEE9uo6MCk,20,30,toilet flushing,test,80447
MOG1EzzM2IA,606,616,people whistling,train,80448
MOG1EzzM2IA,935,945,people whistling,train,80449
MOGbbue6MSc,230,240,railroad car train wagon,train,80450
MOJ_XL8jXgU,501,511,toilet flushing,train,80451
MOMJpUOkYgA,30,40,snake rattling,train,80452
MOMqco6mO30,30,40,people sniggering,train,80453
MON5q_Vvgx8,62,72,fox barking,test,80454
MOOHvvxeJ90,80,90,using sewing machines,train,80455
MOQ3Sch50nk,147,157,lions growling,test,80456
MOQ9XfVc54A,110,120,cat growling,train,80457
MOUIhPB365c,30,40,wind noise,train,80458
MOYN-z_PO0A,35,45,ice cracking,train,80459
MOYN-z_PO0A,47,57,ice cracking,train,80460
MO__hCCvmUk,1,11,playing badminton,train,80461
MObnJSvH7TU,30,40,playing banjo,train,80462
MOcRvP3i5Vc,32,42,driving snowmobile,train,80463
MOe28qaQUOQ,13,23,frog croaking,train,80464
MOe28qaQUOQ,178,188,frog croaking,train,80465
MOf9nra9Ixk,100,110,driving buses,train,80466
MOgKZR-Rmgo,6,16,splashing water,train,80467
MOoQo1U0VkM,160,170,female singing,train,80468
MOr1AtMw1bw,40,50,people screaming,test,80469
MOtlrCOboKY,4,14,airplane flyby,train,80470
MOvXMi-pJ8I,50,60,ice cream truck ice cream van,train,80471
MOw6dvN9ICY,63,73,playing volleyball,train,80472
MOwYn4wwLLU,129,139,hail,train,80473
MOwYn4wwLLU,149,159,hail,train,80474
MP-PQ78Agig,86,96,people burping,train,80475
MP0DFVO16Zk,101,111,barn swallow calling,train,80476
MP0DFVO16Zk,118,128,barn swallow calling,train,80477
MP0zCsnIKbs,190,200,playing bassoon,train,80478
MP3xQWyapDI,22,32,playing synthesizer,train,80479
MP3xQWyapDI,39,49,playing synthesizer,train,80480
MP6xL1x98G4,83,93,playing theremin,train,80481
MP6xL1x98G4,108,118,playing theremin,train,80482
MPAb8d7muhM,50,60,playing accordion,train,80483
MPC5L1pCM5s,108,118,francolin calling,train,80484
MPC5L1pCM5s,127,137,francolin calling,train,80485
MPCrgyAJuL8,178,188,people giggling,test,80486
MPF-nNshbB8,70,80,people hiccup,train,80487
MPIm7rCKVfM,10,20,people sniggering,train,80488
MPSf7dJpV5w,30,40,train horning,train,80489
MPSrT1O0frg,30,40,horse clip-clop,train,80490
MPU_pdP4JpI,440,450,playing drum kit,train,80491
MPW-geOjDG4,197,207,tap dancing,test,80492
MPWsyATAwUU,20,30,opening or closing drawers,train,80493
MPcL4LqvCzg,134,144,plastic bottle crushing,train,80494
MPe6ztPtF0Y,30,40,playing acoustic guitar,test,80495
MPfnSaOw-kU,40,50,machine gun shooting,train,80496
MPgMuzSk_ME,570,580,people eating apple,train,80497
MPgMuzSk_ME,743,753,people eating apple,train,80498
MPhiBEdZY9g,2,12,vacuum cleaner cleaning floors,train,80499
MPhiBEdZY9g,16,26,vacuum cleaner cleaning floors,train,80500
MPqT3M8d2AA,10,20,railroad car train wagon,train,80501
MPqru_ruKxo,70,80,driving snowmobile,train,80502
MPqru_ruKxo,109,119,driving snowmobile,train,80503
MPtHe2WVUG0,47,57,playing snare drum,train,80504
