video_id,start_time,end_time,action,split,idx
srgmJuvADJ4,55,65,blowtorch igniting,train,180215
srgmJuvADJ4,68,78,blowtorch igniting,train,180216
srhyr4NrrJg,258,268,playing clarinet,train,180217
sriFbxHkR9c,10,20,gibbon howling,train,180218
sriFbxHkR9c,22,32,gibbon howling,train,180219
srlGa9QyG7E,349,359,playing tennis,train,180220
srmO_TktoUU,0,10,wind noise,train,180221
sroUGl6ByKA,110,120,forging swords,train,180222
sroUGl6ByKA,269,279,forging swords,train,180223
srsDw5BMjfs,228,238,dog growling,train,180224
srsXEvgEuZU,4,14,lions roaring,train,180225
srsXEvgEuZU,15,25,lions roaring,train,180226
srshVeAaias,120,130,engine accelerating revving vroom,train,180227
sruFxKk_kn4,5,15,door slamming,train,180228
sruFxKk_kn4,18,28,door slamming,train,180229
srwDx0LbLGo,10,20,toilet flushing,train,180230
srwaCnoVr2o,50,60,chicken crowing,train,180231
srxe1ROpAhE,187,197,playing table tennis,train,180232
srxe1ROpAhE,226,236,playing table tennis,train,180233
sryzuZ70gow,0,10,fireworks banging,train,180234
ss-QmKzI9l4,30,40,door slamming,test,180235
ss3W8CQWfQY,10,20,playing acoustic guitar,train,180236
ss3k4i_SWZQ,18,28,magpie calling,train,180237
ss7_zqEnBlw,50,60,lawn mowing,train,180238
ss8q2-6yhxA,30,40,baby crying,test,180239
ssBxiFXQtlI,9,19,chicken clucking,train,180240
ssCIAmIEmI4,0,10,playing hockey,train,180241
ssI2wGMNS2c,30,40,goose honking,train,180242
ssIxEKmrAps,11,21,dog howling,train,180243
ssIxEKmrAps,32,42,dog howling,train,180244
ssRc6MYXoB8,100,110,people belly laughing,train,180245
ssRhzQbT8A4,30,40,playing banjo,train,180246
ssSMTGYTPeQ,50,60,machine gun shooting,train,180247
ssUcIXMQ9Sk,0,10,playing harmonica,test,180248
ssYYxyo61pE,30,40,rowboat canoe kayak rowing,train,180249
ss_CcaKiL30,0,10,chainsawing trees,train,180250
ssalHuvqEXk,4,14,telephone bell ringing,train,180251
ssalHuvqEXk,48,58,telephone bell ringing,train,180252
ssd5-r02TDo,100,110,toilet flushing,train,180253
ssesSP2GW2A,60,70,mosquito buzzing,train,180254
sshZ8B7YQDY,315,325,ferret dooking,train,180255
sshZ8B7YQDY,329,339,ferret dooking,train,180256
ssjt7m3wZmU,110,120,playing cello,train,180257
sskSDU32t38,96,106,tornado roaring,train,180258
sskSDU32t38,325,335,tornado roaring,train,180259
ssoHpV4_CoI,0,10,ocean burbling,train,180260
sspDksDTM0o,5,15,stream burbling,train,180261
ssqKmFxu-nE,0,10,underwater bubbling,train,180262
ssqKmFxu-nE,16,26,underwater bubbling,train,180263
ssr1TRXfKx4,134,144,playing marimba xylophone,train,180264
ssvTzup-aW4,170,180,playing piano,train,180265
ssxFhbv6jbA,7,17,playing sitar,train,180266
ssxFhbv6jbA,39,49,playing sitar,train,180267
ssxHf5LTJ6I,110,120,wind noise,train,180268
st6A74RGLmY,37,47,air horn,test,180269
stBy2QrtIyE,93,103,underwater bubbling,train,180270
stCVwQRx7Zg,20,30,cattle mooing,train,180271
stCxZVDapZk,30,40,pig oinking,train,180272
stEY5-EIsfU,155,165,squishing water,train,180273
stYM-qRwwtg,180,190,cat purring,train,180274
stYM-qRwwtg,667,677,cat purring,train,180275
stYfLC9CWOQ,3248,3258,thunder,train,180276
stYfLC9CWOQ,17260,17270,thunder,train,180277
st_i7hi1Aw4,14,24,striking bowling,train,180278
st_i7hi1Aw4,665,675,striking bowling,train,180279
stiwK56Rqf4,40,50,playing accordion,train,180280
stlfZvmpH7E,250,260,frog croaking,test,180281
stlmVya3YfY,342,352,people eating crisps,train,180282
stmTrimqs58,31,41,playing harp,train,180283
stnD0ZE3bAQ,30,40,frog croaking,train,180284
stobfk1Mfjk,28,38,playing theremin,train,180285
stpb_ANmPpA,30,40,playing electric guitar,train,180286
ststSZZ8knw,0,10,playing harmonica,train,180287
ststSZZ8knw,4,14,playing harmonica,train,180288
su5gI6pk4_A,20,30,child speech kid speaking,train,180289
suA6m0HSQSs,72,82,sheep bleating,train,180290
suA6m0HSQSs,191,201,sheep bleating,train,180291
suAoyDXpB6w,210,220,thunder,train,180292
suFIELb--3M,20,30,people screaming,train,180293
suHiaiRqPtY,29,39,alligators crocodiles hissing,train,180294
suHiaiRqPtY,53,63,alligators crocodiles hissing,train,180295
suIzy6sSIUI,30,40,people whispering,test,180296
suJbB1IQdqA,30,40,mouse pattering,train,180297
suNBpGlFB3o,58,68,playing tympani,train,180298
suNBpGlFB3o,199,209,playing tympani,train,180299
suOQl_OthBI,173,183,baby laughter,test,180300
suRqrDucL7U,70,80,playing bass guitar,train,180301
suS6ErLyFCI,30,40,goose honking,train,180302
suW6cUpVbJk,25,35,hair dryer drying,train,180303
suYfrGGha3I,40,50,playing double bass,train,180304
su_h_f3Ec48,170,180,chainsawing trees,train,180305
sufEYdnU3i8,0,10,cat purring,train,180306
sufEYdnU3i8,29,39,cat purring,train,180307
sufSOqWLASk,30,40,playing bagpipes,train,180308
suhTyB2fozQ,90,100,chainsawing trees,train,180309
supEuVjTrk8,120,130,railroad car train wagon,train,180310
suqrEHtkL6I,80,90,people farting,train,180311
surXSGAnpM0,0,10,playing harmonica,train,180312
suyg9tlfzbM,220,230,bird chirping tweeting,train,180313
sv251RWSxUs,30,40,helicopter,train,180314
sv35ItWLBBk,30,40,people running,test,180315
sv4MdzvQGQ8,34,44,railroad car train wagon,train,180316
sv536cciOiQ,200,210,using sewing machines,train,180317
svKYj1rBIAQ,50,60,driving buses,train,180318
svMncrDFiys,0,10,footsteps on snow,train,180319
svPUYDWYdA8,30,40,goose honking,train,180320
svQeRgJJf3g,30,40,people crowd,train,180321
svSEHicNUjU,942,952,lip smacking,train,180322
svVmnR4AxgI,287,297,rapping,train,180323
svVmnR4AxgI,302,312,rapping,train,180324
svZuoDdDgL4,20,30,toilet flushing,train,180325
svdj-eAY-SM,160,170,people clapping,train,180326
svfjR81E4Tc,40,50,rowboat canoe kayak rowing,train,180327
svhMOF_sY1w,0,10,playing harp,train,180328
svnqpdO-7fc,66,76,chinchilla barking,test,180329
svnvMzRpUQM,46,56,people finger snapping,train,180330
svnvMzRpUQM,58,68,people finger snapping,train,180331
svoJ0QWSmWw,0,10,people screaming,train,180332
svuWZnm8RM4,20,30,printer printing,train,180333
svyTgE_Awdo,30,40,playing violin fiddle,train,180334
svzCBLAZWYg,60,70,playing cymbal,train,180335
svzPm8lT36o,10,20,typing on typewriter,test,180336
svznBpt8th0,30,40,goose honking,train,180337
sw-PBFbcETg,50,60,wind rustling leaves,train,180338
sw-pSTBiL2c,17,27,playing electric guitar,train,180339
sw1_PQt-3fE,20,30,people sniggering,train,180340
sw1iHOptaNY,0,10,bird chirping tweeting,train,180341
sw40_QzNNNI,180,190,printer printing,train,180342
sw4T62rNmoA,609,619,people cheering,train,180343
sw5QBiS09eI,60,70,orchestra,train,180344
sw5h89xUPBo,416,426,pumping water,train,180345
sw5h89xUPBo,430,440,pumping water,train,180346
sw6YWkB2c70,80,90,playing cymbal,train,180347
sw6jXhJ1PGQ,80,90,mouse pattering,train,180348
sw7VlLey6ts,47,57,air horn,train,180349
sw7VlLey6ts,97,107,air horn,train,180350
sw84vNd69Ac,100,110,people crowd,train,180351
sw9blg0e0sw,30,40,subway metro underground,train,180352
swFsfU1j5Ws,90,100,playing bagpipes,train,180353
swMF7LctLIg,0,10,vehicle horn car horn honking,train,180354
swNGNsbhxMg,3,13,golf driving,train,180355
swNGNsbhxMg,14,24,golf driving,train,180356
swOexNIsPVg,70,80,playing double bass,train,180357
swTJbojLJxw,60,70,chicken crowing,train,180358
sw_KWYAvAJg,255,265,playing electronic organ,train,180359
sw_KWYAvAJg,294,304,playing electronic organ,train,180360
swbP_OmuAm0,98,108,heart sounds heartbeat,train,180361
swbP_OmuAm0,133,143,heart sounds heartbeat,train,180362
swkLJJehkK0,50,60,playing bass guitar,train,180363
swkko9mongY,30,40,pigeon dove cooing,train,180364
swoWP1TxX1A,18,28,striking pool,train,180365
swoWP1TxX1A,39,49,striking pool,train,180366
swqFXo8W-Pc,0,10,bathroom ventilation fan running,train,180367
swqap8sr1Yo,30,40,car passing by,train,180368
swrMWP2iZzQ,40,50,train horning,train,180369
swumbYVxS9k,216,226,playing tambourine,train,180370
swxqtmgRhZ0,112,122,playing mandolin,train,180371
swxqtmgRhZ0,132,142,playing mandolin,train,180372
sx2fRpKmNE0,60,70,people whispering,train,180373
sx3hc_7SUNI,200,210,eating with cutlery,train,180374
sx3mEMFomNw,0,10,chicken clucking,test,180375
sx6aA7t7J7c,110,120,playing trombone,train,180376
sxEC-At751o,30,40,car passing by,train,180377
sxEb-1EHKrM,30,40,duck quacking,train,180378
sxEzokqTTnc,110,120,playing violin fiddle,train,180379
sxJjC9HC1Xs,310,320,machine gun shooting,train,180380
sxNLwPgTAW8,39,49,striking bowling,train,180381
sxOeGZZxJWg,150,160,orchestra,train,180382
sxP8Z_FiKw8,30,40,car engine knocking,test,180383
sxPc1hldj4Q,69,79,baby babbling,train,180384
sxPc1hldj4Q,123,133,baby babbling,train,180385
sxQ8z6tXde8,110,120,basketball bounce,train,180386
sxQMimubv_Y,170,180,playing saxophone,train,180387
sxRXduzl3Bw,30,40,duck quacking,train,180388
sxUQnITDrdk,10,20,subway metro underground,train,180389
sxX1tsUX3vQ,180,190,fireworks banging,train,180390
sxZdMwlt9bk,110,120,people burping,train,180391
sx_z0kpSjIU,30,40,engine accelerating revving vroom,train,180392
sxbi6seSir4,128,138,ripping paper,train,180393
sxbi6seSir4,818,828,ripping paper,train,180394
sxc4rpjI8G0,60,70,crow cawing,train,180395
sxcttxilI3Y,30,40,playing violin fiddle,train,180396
sxfq2DVohUM,150,160,playing saxophone,train,180397
sxhXN-K8F70,1,11,opening or closing drawers,train,180398
sxhlBsP_H9E,470,480,people whispering,train,180399
sxiVIGK5AEc,10,20,people crowd,train,180400
sxkfzvEGO8A,81,91,electric shaver electric razor shaving,train,180401
sxqKIm4LlF0,24,34,lions roaring,train,180402
sxvVpNF8tGg,20,30,bowling impact,train,180403
sy-_iV7rE6M,30,40,orchestra,train,180404
sy0111_-1BI,227,237,playing squash,train,180405
sy13HJ7cpEc,30,40,playing cello,train,180406
sy1B1ULGbT8,27,37,dog growling,train,180407
sy1B1ULGbT8,74,84,dog growling,train,180408
sy87hcIZhX0,30,40,dog barking,train,180409
sy90FZUMBbo,30,40,lawn mowing,train,180410
syApKFi6S10,20,30,subway metro underground,train,180411
syDpzwUTpH0,142,152,toilet flushing,train,180412
syIwNMo2TUA,0,10,people screaming,test,180413
syJs8zsdI8o,34,44,playing gong,test,180414
syPTYvYoHH0,101,111,cattle bovinae cowbell,train,180415
sySHGgndaXk,30,40,people running,train,180416
syXquviBkRI,354,364,beat boxing,train,180417
sy_cR5Zq8ko,7,17,disc scratching,train,180418
syiGzMSVMOU,1,11,skiing,train,180419
syiGzMSVMOU,24,34,skiing,train,180420
syjglspQinE,4,14,playing tympani,test,180421
syk-SbeYpWM,120,130,playing electric guitar,train,180422
sylByilsqmc,17,27,playing badminton,train,180423
symmHRnbAJs,237,247,firing cannon,train,180424
syn7nPwCkGU,13,23,popping popcorn,test,180425
syuTAqcqVGE,30,40,people clapping,train,180426
syvvxx3eGpI,58,68,sharpen knife,train,180427
syyl-ZlLbrw,104,114,horse neighing,train,180428
syyl-ZlLbrw,126,136,horse neighing,train,180429
syysO74ja30,7,17,playing gong,train,180430
syzmH90DDnQ,29,39,playing steel guitar slide guitar,train,180431
syzmH90DDnQ,81,91,playing steel guitar slide guitar,train,180432
sz3SzVB2tFw,20,30,people sniggering,train,180433
sz4QJmDiTIs,120,130,male speech man speaking,train,180434
sz79m8aNHoc,280,290,car passing by,train,180435
sz8GcLzw28k,10,20,machine gun shooting,train,180436
sz95d6EW9Xs,110,120,playing bass guitar,train,180437
szBByE0F_fI,50,60,playing electronic organ,train,180438
szC5uidBuC8,70,80,playing banjo,train,180439
szE3DTbtqw8,117,127,playing tambourine,train,180440
szH6FN2vJWE,189,199,chicken crowing,train,180441
szHjem7mORE,30,40,playing french horn,train,180442
szMX6hWquMg,60,70,dog bow-wow,train,180443
szQ-4VQQQsI,20,30,railroad car train wagon,train,180444
szS4ZNGo8sI,23,33,reversing beeps,train,180445
szS4ZNGo8sI,34,44,reversing beeps,train,180446
szUldWBVn7w,140,150,lawn mowing,train,180447
szZJa2XhkMM,34,44,strike lighter,test,180448
szaLNR-tFWc,105,115,playing bongo,train,180449
szaLNR-tFWc,444,454,playing bongo,train,180450
szc1cS60Op0,64,74,playing harp,train,180451
szf6mrCOHM8,30,40,snake hissing,train,180452
szjqrQPnEAU,160,170,people sniggering,train,180453
szkV71HYvJk,50,60,bee wasp etc_ buzzing,train,180454
szouIRpsJmY,10,20,playing trombone,train,180455
szouIRpsJmY,41,51,playing trombone,train,180456
szqIYY6VCeo,420,430,people sniggering,train,180457
szqqH4ny2wY,30,40,playing marimba xylophone,train,180458
szt2kb2HAE4,183,193,swimming,train,180459
szvSs8yUaUQ,520,530,lawn mowing,train,180460
szz7ShYgiRI,60,70,playing flute,train,180461
t--VB6rPDrY,0,10,parrot talking,train,180462
t--gsZX-lNA,160,170,people eating,train,180463
t-4PHfLyrug,30,40,dog bow-wow,train,180464
t-6BSzXBNbM,51,61,penguins braying,test,180465
t-8GhuOmWzI,0,10,thunder,train,180466
t-8omALRGHU,20,30,typing on typewriter,train,180467
t-HM5w6SNCw,20,30,toilet flushing,train,180468
t-Ifruib1lc,0,10,playing tennis,train,180469
t-KEtnJA0Ns,50,60,skidding,train,180470
t-LHP-_dSIY,0,10,heart sounds heartbeat,train,180471
t-LHP-_dSIY,89,99,heart sounds heartbeat,train,180472
t-Nv8dU-MoU,25,35,engine accelerating revving vroom,train,180473
t-OGL61u5Pw,33,43,playing timbales,train,180474
t-OGL61u5Pw,90,100,playing timbales,train,180475
t-THhbdxR5o,1,11,heart sounds heartbeat,train,180476
t-YSdILMKvo,645,655,people eating,train,180477
t-YSdILMKvo,699,709,people eating,train,180478
t-ZdLAoI47E,50,60,splashing water,train,180479
t-bD0M_e4iM,180,190,playing synthesizer,train,180480
t-fb50b0eg4,14,24,car passing by,train,180481
t-hVCQDpTlw,30,40,duck quacking,train,180482
t-ijehKCBj0,20,30,driving motorcycle,train,180483
t-nejl40uhI,81,91,train horning,train,180484
t-tAEyDd_4c,110,120,lions growling,train,180485
t-vgxL-scjE,62,72,playing banjo,train,180486
t-wxZRUAVNc,110,120,cattle mooing,train,180487
t-yy7v7P0IE,100,110,playing bass guitar,test,180488
t00BosKg5m8,2,12,cattle mooing,train,180489
t00BosKg5m8,15,25,cattle mooing,train,180490
t00DWN5U1yU,18,28,scuba diving,train,180491
t01ZptBgj3I,193,203,playing vibraphone,train,180492
t01ZptBgj3I,225,235,playing vibraphone,train,180493
t07F17R2jHc,30,40,playing cello,train,180494
t0CZHs3fysM,108,118,fire crackling,train,180495
t0CZHs3fysM,1412,1422,fire crackling,train,180496
t0D901kXaso,0,10,using sewing machines,train,180497
t0E2aNbebu0,10,20,child singing,test,180498
t0E4UEC9wg0,40,50,toilet flushing,train,180499
t0FdJn6dpfg,430,440,female singing,train,180500
t0H6-IAHrnU,0,10,playing clarinet,train,180501
t0H6-IAHrnU,9,19,playing clarinet,train,180502
t0I7uvPyplw,10,20,people babbling,train,180503
t0OkxhwVzwI,70,80,machine gun shooting,train,180504
t0P9tpMR7JY,30,40,playing cymbal,train,180505
t0Q4HJWRQGo,30,40,people whispering,train,180506
t0S2IkCdGVY,8,18,slot machine,train,180507
t0SrIuOgw2U,30,40,sloshing water,train,180508
t0SszuQTJSo,52,62,playing squash,train,180509
t0UiObhcCPw,30,40,rowboat canoe kayak rowing,train,180510
t0XoS_8YVP4,661,671,magpie calling,train,180511
t0XoS_8YVP4,728,738,magpie calling,train,180512
t0YLdxALr8Q,0,10,skidding,train,180513
t0YkiZkeIiA,31,41,playing sitar,train,180514
t0ZM-bMQDtI,1,11,lions roaring,train,180515
t0ZM-bMQDtI,12,22,lions roaring,train,180516
t0djIbAu6YI,50,60,playing drum kit,train,180517
t0duepiS0o4,385,395,lathe spinning,train,180518
