video_id,start_time,end_time,action,split,idx
Zb_v1eH_F0I,23,33,people sniggering,train,120107
Zbcg0R_J3HI,0,10,playing ukulele,train,120108
Zbcg0R_J3HI,44,54,playing ukulele,train,120109
Zbd4riKmbhU,90,100,playing acoustic guitar,train,120110
Zbf3WB3bFXI,360,370,owl hooting,train,120111
ZbgAKDi3G_g,30,40,playing banjo,train,120112
ZbghaTVgGpo,70,80,slot machine,train,120113
ZbjRWzAgsF8,1,11,playing squash,train,120114
ZbkkzpkNavI,230,240,missile launch,train,120115
ZbkkzpkNavI,240,250,missile launch,train,120116
ZboVwWyFMsE,77,87,playing gong,train,120117
ZboVwWyFMsE,185,195,playing gong,train,120118
ZbpRDeWwFdY,290,300,people clapping,train,120119
ZbtTqiGZtIo,497,507,arc welding,train,120120
ZbtuNDtoyOI,30,40,sliding door,train,120121
ZbuD-vBszaQ,80,90,playing clarinet,train,120122
Zbvl1fHHMqE,230,240,lawn mowing,train,120123
Zbw-daK9tjY,10,20,bowling impact,train,120124
Zbw8yy2bD-o,14,24,chicken clucking,train,120125
Zbz0xb0BYSk,90,100,chicken crowing,test,120126
ZbzU-1oiCgk,78,88,train whistling,train,120127
ZbzU-1oiCgk,107,117,train whistling,train,120128
Zc1ZXm-rFLA,109,119,playing accordion,train,120129
Zc1xVIEq-5o,11,21,chopping food,train,120130
Zc3ECB0oVqM,90,100,goose honking,train,120131
Zc3OvxNsNGg,50,60,opening or closing drawers,train,120132
Zc4IwFwiHPM,30,40,orchestra,test,120133
Zc7DmNELxM8,524,534,spraying water,test,120134
Zc7X04u9yug,35,45,playing volleyball,train,120135
Zc7l85vmK_8,0,10,skidding,train,120136
ZcAU9GB1lTk,10,20,elephant trumpeting,train,120137
ZcAaKf2RoEQ,120,130,mouse pattering,train,120138
ZcAfLX42mjQ,10,20,typing on typewriter,train,120139
ZcAjfBynOr0,120,130,playing cello,train,120140
ZcBBqKA-dKE,30,40,vehicle horn car horn honking,test,120141
ZcBtLf6WDb4,10,20,engine accelerating revving vroom,train,120142
ZcC7l9IH_Dw,30,40,printer printing,train,120143
ZcCJa8ycExI,50,60,chicken clucking,train,120144
ZcG6vgYrQCE,497,507,people giggling,train,120145
ZcHUtXViDnk,26,36,railroad car train wagon,train,120146
ZcIR9Pp79Mo,30,40,printer printing,train,120147
ZcIR9Pp79Mo,46,56,printer printing,train,120148
ZcItAZhAdgw,274,284,rowboat canoe kayak rowing,train,120149
ZcItZATfhp4,419,429,cattle mooing,train,120150
ZcItZATfhp4,431,441,cattle mooing,train,120151
ZcIxrfdHHxs,40,50,child speech kid speaking,train,120152
ZcJ1wcZ1PIs,10,20,sharpen knife,train,120153
ZcJ1wcZ1PIs,22,32,sharpen knife,train,120154
ZcJysqVZCvk,206,216,typing on typewriter,train,120155
ZcJysqVZCvk,233,243,typing on typewriter,train,120156
ZcKsVU2o_dY,10,20,motorboat speedboat acceleration,train,120157
ZcLaUVLTuXE,130,140,playing vibraphone,train,120158
ZcLayn6Yovg,144,154,canary calling,train,120159
ZcLy5Sl28FM,4,14,lions growling,train,120160
ZcMBuujOk7Q,30,40,playing accordion,train,120161
ZcMuL-DZFz4,40,50,chicken clucking,train,120162
ZcMyEYgEk3E,10,20,playing congas,train,120163
ZcMyEYgEk3E,35,45,playing congas,train,120164
ZcPD197paO8,9,19,eating with cutlery,train,120165
ZcPD197paO8,39,49,eating with cutlery,train,120166
ZcQ_w49a8UU,66,76,mouse clicking,test,120167
ZcSzsKWOXII,78,88,arc welding,train,120168
ZcVJ_b-TgqE,130,140,printer printing,train,120169
ZcW68c5aCcU,185,195,playing badminton,train,120170
ZcZIFqwKbFc,70,80,playing cello,train,120171
ZcZUZzZ85j4,20,30,mouse pattering,train,120172
ZcZYEojbaPo,30,40,people belly laughing,test,120173
Zcf1FYdOZLQ,20,30,goose honking,train,120174
ZcnXKX1VGqs,166,176,singing bowl,train,120175
Zcp4jAw02OU,60,70,basketball bounce,train,120176
Zcq7HjteMJE,13,23,chinchilla barking,train,120177
Zcq_xLi2NGo,56,66,playing saxophone,train,120178
ZcskQV2A2cQ,30,40,playing flute,train,120179
Zcu-A7uUhLg,243,253,playing table tennis,train,120180
Zcw1equ-oxw,22,32,dog howling,train,120181
Zcw1equ-oxw,33,43,dog howling,train,120182
ZcyB-Jszq3k,79,89,playing didgeridoo,train,120183
ZcySliz7r7Y,40,50,playing banjo,train,120184
ZcynaCPlWtQ,0,10,penguins braying,train,120185
Zczdl5eaVOQ,12,22,slot machine,train,120186
Zd0WFckZ-YQ,54,64,mynah bird singing,train,120187
Zd0nCorz3yc,355,365,opening or closing drawers,train,120188
Zd3ccHRo2CY,430,440,bee wasp etc_ buzzing,train,120189
Zd4749gB-To,20,30,telephone bell ringing,train,120190
Zd4YteIMwWY,0,10,playing tennis,train,120191
Zd4YteIMwWY,437,447,playing tennis,train,120192
Zd6T5v_goK4,200,210,typing on computer keyboard,train,120193
Zd6akbKDGlo,97,107,magpie calling,train,120194
Zd6akbKDGlo,206,216,magpie calling,train,120195
Zd9Ez9iSQG4,89,99,bowling impact,train,120196
Zd9Ez9iSQG4,168,178,bowling impact,train,120197
Zd9IUMqYKIk,52,62,writing on blackboard with chalk,test,120198
ZdB5tlpurJI,10,20,playing mandolin,test,120199
ZdCcXG-XKuU,48,58,civil defense siren,train,120200
ZdCcXG-XKuU,64,74,civil defense siren,train,120201
ZdFKw5Igaxo,56,66,bird wings flapping,train,120202
ZdIL7G8rhhw,2,12,people booing,train,120203
ZdIaekb3H6c,121,131,people nose blowing,train,120204
ZdIhAbhzA14,190,200,playing banjo,train,120205
ZdIxQIDCfeQ,305,315,tap dancing,train,120206
ZdJK-FMcoJU,35,45,plastic bottle crushing,train,120207
ZdLgJM7Zl6w,558,568,rope skipping,train,120208
ZdMJEC2dv1g,200,210,helicopter,train,120209
ZdOVB2FT2fQ,41,51,playing bongo,train,120210
ZdOVB2FT2fQ,51,61,playing bongo,train,120211
ZdQrzh1TD_c,17,27,people eating crisps,train,120212
ZdQrzh1TD_c,27,37,people eating crisps,train,120213
ZdSAnqt9pw8,18,28,zebra braying,test,120214
ZdShEeZ9XLI,30,40,playing flute,train,120215
ZdU3BaRN4-A,8,18,black capped chickadee calling,train,120216
ZdU3BaRN4-A,22,32,black capped chickadee calling,train,120217
ZdVpXt0PbhQ,40,50,popping popcorn,train,120218
ZdXrY1OyNxs,946,956,chainsawing trees,train,120219
ZdYSAnbghR8,30,40,playing violin fiddle,train,120220
ZdYth-f68M0,192,202,yodelling,test,120221
ZdazqfUea1Y,0,10,playing harmonica,train,120222
ZdchQYltGF4,30,40,people running,train,120223
ZdeDpnMGZ3Y,21,31,coyote howling,train,120224
Zdfp8_MJJb4,0,10,mouse pattering,train,120225
ZdgFHb9jcOA,10,20,police car (siren),train,120226
Zdi-PpgkWr8,46,56,cattle mooing,train,120227
ZdiPtYL35Uk,30,40,bird chirping tweeting,train,120228
ZdknbTZoZas,87,97,alligators crocodiles hissing,train,120229
ZdknbTZoZas,145,155,alligators crocodiles hissing,train,120230
ZdmTkqN5BmI,107,117,playing hammond organ,train,120231
ZdmTkqN5BmI,177,187,playing hammond organ,train,120232
ZdqO4EJLwMc,437,447,skiing,train,120233
ZdqO4EJLwMc,549,559,skiing,train,120234
ZdtaSkUkrIE,256,266,police radio chatter,train,120235
ZdtaSkUkrIE,368,378,police radio chatter,train,120236
Zdx5E5ohAak,30,40,engine accelerating revving vroom,train,120237
Zdz1db69ZKg,80,90,tractor digging,train,120238
ZdzOmen78_M,10,20,chicken clucking,train,120239
Ze53MvRh12I,170,180,ocean burbling,train,120240
Ze5ptV7T-uU,30,40,baby crying,train,120241
Ze6cAL1XHpg,22,32,airplane flyby,train,120242
Ze6cAL1XHpg,33,43,airplane flyby,train,120243
Ze7i3NH_q2Q,115,125,people booing,train,120244
Ze7i3NH_q2Q,128,138,people booing,train,120245
ZeDa5hT2ffk,71,81,police radio chatter,train,120246
ZeDa5hT2ffk,81,91,police radio chatter,train,120247
ZeDqJkwAr2A,30,40,playing drum kit,train,120248
ZeEM066pU6Y,221,231,parrot talking,train,120249
ZeExXLeZteM,22,32,swimming,train,120250
ZeFA4i5ZaBU,112,122,playing congas,test,120251
ZeGJwFzz-MQ,41,51,barn swallow calling,train,120252
ZeKNSU9T7Ac,3,13,people burping,train,120253
ZeM-R5CeRpM,90,100,playing drum kit,train,120254
ZeXr0IZ-QBs,140,150,machine gun shooting,train,120255
ZeZ7q5xKT30,43,53,children shouting,train,120256
Zea2JTzqlfU,10,20,alligators crocodiles hissing,train,120257
ZedCPKaacjU,326,336,airplane,test,120258
Zee8P0p8wkE,17,27,playing didgeridoo,train,120259
ZeeCGQuqkI4,21,31,arc welding,train,120260
ZeeCGQuqkI4,211,221,arc welding,train,120261
ZefIZamNn9A,30,40,playing drum kit,train,120262
ZeiQc1yDzXo,290,300,subway metro underground,train,120263
ZeixUYFaHDk,0,10,ice cream truck ice cream van,train,120264
ZektveksXew,776,786,heart sounds heartbeat,train,120265
ZektveksXew,845,855,heart sounds heartbeat,train,120266
ZelgCbqdSJM,1,11,roller coaster running,train,120267
ZellzAMG7Dc,225,235,striking bowling,train,120268
ZellzAMG7Dc,621,631,striking bowling,train,120269
ZelusSeko80,69,79,playing squash,train,120270
ZenVWIc8Xtw,21,31,sloshing water,test,120271
ZeoVCSqQOwI,0,10,church bell ringing,train,120272
Zet_bO4yISk,332,342,bowling impact,train,120273
Zet_bO4yISk,468,478,bowling impact,train,120274
Zev2vlouV6E,121,131,playing flute,train,120275
ZexJgASGkyU,73,83,hail,train,120276
ZexoujYHiOI,20,30,playing piano,train,120277
Zf0NXLE46c8,0,10,driving snowmobile,train,120278
Zf25kPuC96A,6,16,sharpen knife,train,120279
Zf3z70hJ1zQ,193,203,planing timber,train,120280
Zf4vYfuhzYA,559,569,bird squawking,train,120281
Zf6rhwIte6A,10,20,dog barking,train,120282
Zf80t_eoTUw,30,40,rowboat canoe kayak rowing,train,120283
ZfB3x4eOAHY,380,390,playing cello,train,120284
ZfCopIQsYMU,28,38,train horning,train,120285
ZfCopIQsYMU,43,53,train horning,train,120286
ZfDWB5rImGw,187,197,sharpen knife,train,120287
ZfDwM-44IFI,31,41,mouse clicking,train,120288
ZfDwM-44IFI,77,87,mouse clicking,train,120289
ZfEHhYtQjbU,20,30,playing double bass,train,120290
ZfEMIVeHIOY,0,10,playing castanets,test,120291
ZfEz_7PxknY,128,138,ripping paper,train,120292
ZfEz_7PxknY,149,159,ripping paper,train,120293
ZfGHwS5ZcqY,0,10,people coughing,train,120294
ZfGeTFA3mqY,0,10,planing timber,train,120295
ZfGiSUAR1M0,907,917,forging swords,train,120296
ZfH7vNiMNq0,24,34,pheasant crowing,train,120297
ZfH7vNiMNq0,35,45,pheasant crowing,train,120298
ZfIbjTqD9KA,142,152,mouse clicking,train,120299
ZfIbjTqD9KA,162,172,mouse clicking,train,120300
ZfLLYuvg8WQ,20,30,toilet flushing,train,120301
ZfMCi2qSoyQ,121,131,alligators crocodiles hissing,train,120302
ZfPV7oZxB10,5,15,playing timbales,train,120303
ZfSlWX1C8yY,30,40,playing didgeridoo,test,120304
ZfV5OPtQ-Iw,235,245,civil defense siren,train,120305
ZfXfS6JpFSg,30,40,playing clarinet,train,120306
Zfc2hL97mC4,10,20,police car (siren),train,120307
ZfefBKqsvC0,70,80,orchestra,test,120308
Zffd6ywwu2E,98,108,hammering nails,train,120309
Zffd6ywwu2E,254,264,hammering nails,train,120310
ZfgWvnl4zKU,9,19,wood thrush calling,train,120311
ZfgWvnl4zKU,50,60,wood thrush calling,train,120312
Zfh2tNpbPuI,2,12,playing bass drum,train,120313
Zfh2tNpbPuI,27,37,playing bass drum,train,120314
ZfhY0JZqbQU,30,40,lawn mowing,test,120315
ZfjsTG3XHTc,29,39,playing glockenspiel,train,120316
ZfkO1HlI0zM,30,40,driving motorcycle,test,120317
Zfklbg93jdE,30,40,people running,train,120318
Zfl8hAz1U_U,452,462,barn swallow calling,train,120319
ZflncaLuw9I,160,170,fireworks banging,train,120320
Zfm76rhZJiA,54,64,people giggling,train,120321
Zfn6CE4-jww,245,255,train whistling,test,120322
ZfnYuobCiB4,430,440,playing synthesizer,train,120323
ZfrI8MZfn0g,18,28,playing didgeridoo,train,120324
ZftTWZIPJF4,75,85,missile launch,train,120325
ZftrrxHg1dI,80,90,playing marimba xylophone,train,120326
ZfukPqU6kbE,102,112,civil defense siren,train,120327
Zfw7TrFYC_8,0,10,playing cymbal,train,120328
ZfxNerAXpY4,140,150,playing harp,train,120329
ZfzNlKFPAIU,30,40,playing snare drum,train,120330
Zg-m2ficOcE,0,10,playing drum kit,train,120331
Zg2BGeb6VvE,530,540,child speech kid speaking,train,120332
Zg4Seo4P0iE,310,320,playing cello,train,120333
Zg5NefrIN6Y,1,11,roller coaster running,train,120334
Zg5NefrIN6Y,30,40,roller coaster running,train,120335
Zg7RyXrv-PE,230,240,people whispering,train,120336
ZgBEvqQTx7c,24,34,electric shaver electric razor shaving,train,120337
ZgCelIE8g7o,273,283,arc welding,train,120338
ZgF7R982P0s,32,42,dog howling,train,120339
ZgF7R982P0s,96,106,dog howling,train,120340
ZgGdpGvmdkI,232,242,arc welding,train,120341
ZgGgMmGFjz0,60,70,people sobbing,train,120342
ZgHPIG2osUA,29,39,scuba diving,train,120343
ZgKNH9ajsaQ,14,24,scuba diving,train,120344
ZgL-18I9fmI,143,153,playing badminton,train,120345
ZgLHKnPIWDU,4,14,playing badminton,train,120346
ZgONZzZrX2w,83,93,foghorn,train,120347
ZgRjjFEo7Ho,110,120,playing bongo,train,120348
ZgRjjFEo7Ho,188,198,playing bongo,train,120349
ZgTZQAJLJAI,60,70,driving motorcycle,train,120350
ZgTnNnY6JNY,49,59,wind chime,train,120351
ZgTnNnY6JNY,65,75,wind chime,train,120352
ZgUzC_qK4Ss,241,251,playing snare drum,train,120353
ZgUzC_qK4Ss,259,269,playing snare drum,train,120354
ZgXskkeqtko,500,510,race car auto racing,train,120355
ZgYCfsGtDE8,75,85,playing synthesizer,train,120356
ZgYWgkF9-Kc,10,20,airplane,train,120357
ZgaFxy2DVeg,19,29,barn swallow calling,train,120358
ZgaFxy2DVeg,138,148,barn swallow calling,train,120359
Zgbuj3y2iuY,210,220,cattle mooing,train,120360
ZgcecK8Zf2M,264,274,playing bass drum,train,120361
ZgcecK8Zf2M,301,311,playing bass drum,train,120362
ZggVGi2CywU,10,20,playing cello,train,120363
ZggvCXDeTPo,355,365,playing bass drum,test,120364
Zghg4iObaoE,146,156,playing tambourine,train,120365
Zghg4iObaoE,156,166,playing tambourine,train,120366
Zghl7J7FJbE,30,40,car passing by,train,120367
Zgk_LYYn6f8,55,65,pheasant crowing,train,120368
Zgl65GNDGow,0,10,skateboarding,train,120369
ZglW6_cdXMc,50,60,chainsawing trees,train,120370
Zgm6yRD46ZQ,30,40,helicopter,train,120371
Zgo3XfCEyag,10,20,subway metro underground,train,120372
Zgogkej7gHg,149,159,sheep bleating,test,120373
Zgogkej7gHg,274,284,sheep bleating,test,120374
Zgoh-kXVo8w,41,51,sharpen knife,train,120375
ZgotRSJmIGQ,110,120,people screaming,train,120376
Zgoyu2P_YNI,44,54,fire crackling,train,120377
Zgoyu2P_YNI,55,65,fire crackling,train,120378
Zgpcz4Fj_BI,30,40,people babbling,train,120379
Zgt8NQLlwqc,50,60,helicopter,train,120380
Zgwj0wyKwEU,30,40,ripping paper,train,120381
Zgwj0wyKwEU,261,271,ripping paper,train,120382
Zgwz1JYO2Sw,12,22,scuba diving,train,120383
Zgy_LtTwJtE,106,116,playing cello,train,120384
Zh1MgzHj2SM,0,10,machine gun shooting,train,120385
Zh1jWlZ1rY0,80,90,people crowd,train,120386
Zh1l9KZ6d9w,30,40,playing marimba xylophone,train,120387
Zh2UOAgOBC8,30,40,playing electric guitar,train,120388
Zh2whhvFWsM,16,26,pigeon dove cooing,train,120389
Zh3bYVqzGUU,100,110,child speech kid speaking,train,120390
Zh5c-YD2rTk,128,138,mouse clicking,train,120391
Zh5c-YD2rTk,185,195,mouse clicking,train,120392
Zh7GMtWGpO0,9,19,wind chime,train,120393
ZhATkqODguk,30,40,driving buses,train,120394
ZhBpATtRZzE,187,197,playing clarinet,train,120395
ZhC3xSqtazU,13,23,people screaming,train,120396
ZhCro1Hr1Dc,10,20,people finger snapping,train,120397
ZhDIwyIdVHQ,60,70,playing trombone,train,120398
ZhE0VbsLwjM,116,126,hail,train,120399
ZhE0VbsLwjM,127,137,hail,train,120400
ZhFmQeU_zbg,170,180,playing trumpet,train,120401
ZhGUG3eWbAs,3,13,playing harmonica,train,120402
ZhH-jfNSoHA,480,490,playing trombone,train,120403
ZhIUkUTTZBA,56,66,playing erhu,train,120404
ZhK-yAFX7YY,570,580,waterfall burbling,train,120405
ZhKoFsd_b9g,40,50,lawn mowing,train,120406
ZhLrgZx-Es0,77,87,vacuum cleaner cleaning floors,train,120407
ZhLrgZx-Es0,99,109,vacuum cleaner cleaning floors,train,120408
ZhLwVzOZziA,368,378,blowtorch igniting,train,120409
ZhSopuoyeTY,79,89,sharpen knife,train,120410
ZhSy104uci4,0,10,machine gun shooting,train,120411
ZhTG0UdBRHw,5,15,wind noise,train,120412
ZhUkRLpPfdo,0,10,car passing by,train,120413
Zh_MWu8hyKA,2,12,opening or closing car doors,train,120414
ZhaHfPBUDDQ,183,193,playing trombone,train,120415
ZhalrPzAfO8,262,272,playing oboe,train,120416
ZhalrPzAfO8,277,287,playing oboe,train,120417
ZhcmCDWSYk8,78,88,yodelling,train,120418
ZhcmCDWSYk8,93,103,yodelling,train,120419
Zhd1AhozSP4,229,239,people eating apple,train,120420
ZheM6DeTB8A,20,30,playing squash,train,120421
ZhfWDS7wRXc,66,76,playing sitar,train,120422
Zhfm2dWtnpc,9,19,rope skipping,train,120423
Zhfm2dWtnpc,32,42,rope skipping,train,120424
ZhjBIR-OnYU,30,40,driving motorcycle,train,120425
ZhjKBIOAknY,210,220,people eating,train,120426
Zhk8rRKbZoY,287,297,lathe spinning,train,120427
ZhpRqaGvkCI,30,40,sheep bleating,train,120428
ZhsmssDcmWA,71,81,scuba diving,train,120429
Zht-sh2DR3A,16,26,playing timpani,train,120430
Zhu5ogju62A,1,11,owl hooting,test,120431
Zhwaea-sxIc,0,10,playing ukulele,train,120432
Zhwaea-sxIc,8,18,playing ukulele,train,120433
ZhxQQQfDv10,0,10,horse neighing,train,120434
Zhy_fF1hTFc,130,140,playing flute,train,120435
Zi1VvZwAwBQ,150,160,swimming,train,120436
Zi2L1j8Oa3k,17,27,lighting firecrackers,train,120437
Zi3350uEvE8,52,62,cheetah chirrup,train,120438
Zi3350uEvE8,69,79,cheetah chirrup,train,120439
Zi3FOnx4nuk,1,11,playing table tennis,train,120440
Zi3dawwEaho,50,60,helicopter,train,120441
Zi4wn4ecvLM,110,120,waterfall burbling,train,120442
Zi54i2jukS0,294,304,airplane,test,120443
Zi7HjXtXHMs,21,31,fox barking,train,120444
ZiF9jjZpxxw,248,258,playing erhu,train,120445
ZiGS2UjUSxI,106,116,rope skipping,train,120446
ZiIf-mseWkc,104,114,playing ukulele,train,120447
ZiIf-mseWkc,130,140,playing ukulele,train,120448
ZiLaW3XkyjY,40,50,car engine idling,train,120449
ZiLrtELgMMY,400,410,people sniggering,train,120450
ZiN8ZMj45vk,88,98,playing harmonica,train,120451
ZiNynmXupcM,18,28,arc welding,train,120452
ZiP7thXpDDQ,5,15,slot machine,test,120453
ZiPiap1BLDI,290,300,orchestra,train,120454
ZiQxjsEyPtQ,65,75,people humming,test,120455
ZiVSFtXqYkI,30,40,sloshing water,train,120456
ZiWD5DSNKsA,230,240,bird wings flapping,train,120457
ZiXWGfYgQYQ,520,530,railroad car train wagon,train,120458
Zia_Bn_3JUg,12,22,playing accordion,train,120459
ZijAmOhQWJI,44,54,tornado roaring,train,120460
ZijAmOhQWJI,133,143,tornado roaring,train,120461
ZijR3_2NJx4,30,40,heart sounds heartbeat,train,120462
ZijR3_2NJx4,846,856,heart sounds heartbeat,train,120463
Zijh4QRdZX8,200,210,vehicle horn car horn honking,train,120464
Zik6ww2y4iE,120,130,using sewing machines,train,120465
Zilhx0cSxfE,30,40,playing electric guitar,test,120466
ZiojkSDIjTs,310,320,people whistling,test,120467
ZipdFINlApo,30,40,sailing,train,120468
ZiqSkcy064k,210,220,race car auto racing,train,120469
ZisLGJSoh3U,30,40,playing electric guitar,train,120470
ZivroNi7NU0,0,10,owl hooting,train,120471
Zj0lBqCdDzw,46,56,playing timbales,train,120472
Zj0lBqCdDzw,61,71,playing timbales,train,120473
Zj23SjRKkm4,38,48,playing gong,train,120474
Zj3MjtB5e_8,0,10,fireworks banging,train,120475
Zj5jBjir_ks,70,80,driving buses,train,120476
Zj6HKGGeJpY,26,36,people eating,train,120477
Zj6HKGGeJpY,160,170,people eating,train,120478
Zj73Wh6LEiU,120,130,skateboarding,train,120479
ZjAFVgxAfy8,30,40,playing hammond organ,train,120480
ZjAYDAKIqBg,0,10,railroad car train wagon,train,120481
ZjDvgcPPt2c,2,12,playing zither,train,120482
ZjDvgcPPt2c,17,27,playing zither,train,120483
ZjJBjspZL2Y,40,50,tap dancing,train,120484
ZjJv6wmdUrw,364,374,baby laughter,train,120485
ZjKiik3FT4M,110,120,playing trumpet,train,120486
ZjN9CL7B-9I,239,249,playing timbales,train,120487
ZjN9CL7B-9I,288,298,playing timbales,train,120488
ZjRpnyVJfSI,30,40,driving buses,train,120489
ZjSUR3jy4RE,57,67,electric shaver electric razor shaving,train,120490
ZjSn_FBPMGc,102,112,rope skipping,train,120491
ZjSn_FBPMGc,122,132,rope skipping,train,120492
ZjV84Cu19kI,102,112,slot machine,train,120493
ZjXXYtTS6SQ,30,40,pigeon dove cooing,train,120494
